7559	5235	5217	5162	3772
4249	5564	2376	3620	2299
2279	5447	4950	3445	6674
5925	5219	6566	5407	4477
6932	2216	7215	5413	2775
5460	3227	6357	2465	7619
7464	7235	7300	7659	5276
5826	7451	7702	4463	3532
3894	3822	4204	6645	4145
2565	6452	7496	6049	7461
5601	3136	7313	7780	4584
5446	6329	3828	7013	4243
6280	3036	5269	7892	2648
6236	6099	6389	3552	4552
5094	7260	5533	5915	3531
5811	7398	2528	2214	2739
5527	6164	3641	4041	7795
7520	2546	2462	6343	4754
7461	2687	4509	4640	5637
5898	2681	2680	6548	6189
2465	3451	3999	7852	2555
6130	7186	3074	4297	6017
3586	4665	5158	6636	5654
6475	5168	6377	6277	3870
3726	5579	7036	5058	2503
3392	6081	2193	7689	2909
5785	2890	6661	7463	6302
7116	4650	6997	2227	5176
2349	5365	3843	5983	2726
6074	5675	7672	4023	6568
6762	2965	5389	4504	2634
2196	7114	6160	7075	2943
5014	4350	5607	7167	3024
2257	6160	7702	7360	5726
6892	7542	6369	3779	6149
3923	4114	5253	6506	6110
6196	6986	6165	3494	4742
2209	2843	7855	6791	4819
2165	4916	7018	5236	3517
2893	5227	4841	3871	3766
7513	3950	2913	3142	7338
2479	4235	2301	6377	6547
7498	6243	6409	6118	6869
4632	2781	5702	4256	6459
2543	3524	2553	6221	4768
7780	2057	4299	7522	3041
5443	6871	5504	4413	3041
6963	5546	2871	6282	3097
4770	4028	5187	4243	5710
6548	5530	3950	7424	2204
3928	6762	5358	5553	6685
3129	5817	5038	7403	3727
2001	2302	4740	4560	5511
5254	4764	5571	6258	3423
6120	5740	3106	6679	7592
3623	2182	3750	5768	6830
5484	2146	7268	5161	7679
2631	2226	3190	5733	3979
5715	7658	5246	5893	7025
3642	2294	3782	3097	3004
5729	7012	3993	5453	6857
7885	4099	6641	6474	7375
3582	7254	2345	7106	4960
7513	3543	6486	5395	7318
3705	6603	3532	5982	3254
2758	6794	7824	4146	3887
6389	6941	3355	3565	5375
3625	3413	7346	2824	4057
4784	4847	2533	3835	4209
3945	5162	5541	2421	2832
2456	2586	3043	6658	6288
3727	4225	5520	3342	2494
2839	2899	7222	3429	2811
6576	6828	2768	3545	2714
5880	3031	4090	5181	3880
2459	4744	7435	4703	5197
5736	2183	3794	4937	4014
4748	4930	5112	5557	7171
2148	5998	7756	7479	6195
3829	4088	5894	5361	2482
6378	4211	7653	5629	7810
5543	5954	2130	5996	5848
5044	7406	5388	5752	3611
6429	4305	4657	2324	6156
3750	6845	5090	5484	7433
4718	2091	3466	2348	2155
2538	3615	2902	5406	5819
2356	6972	3752	3795	3541
4339	7704	4040	6061	6028
5476	4124	6534	4267	3836
4549	6240	5055	2244	5612
3911	5415	5632	7364	3504
6804	7575	6288	2101	6663
6004	4807	5135	4215	3293
5992	4644	4762	3142	2668
5724	7784	4612	2120	4970
4838	6542	4306	3736	4402
6321	3513	3606	4995	5040
6435	6921	4479	3630	3930
7014	4731	4075	7364	5187
5639	2282	4880	5599	7280
6339	2277	5822	6142	3488
4764	7147	7767	6261	5767
3890	2425	4780	2338	6676
7127	5696	3696	5932	7787
3903	6743	2925	6919	5655
5872	2660	3517	6221	3113
6391	7756	2863	7254	2210
4901	3665	7514	5773	2883
7599	4149	2493	4971	6134
5139	2949	7075	7480	2545
7045	6496	7189	6593	6474
7855	6170	2088	4163	2361
3208	3179	4158	5520	7478
2824	7443	5322	6676	3425
4383	2623	4600	2213	6322
3465	7633	7399	6184	5125
2853	3444	7092	7423	4058
7857	2300	7040	4758	2345
5208	5041	5243	6004	3418
5659	4893	4392	2751	5585
3989	4399	6104	7818	7467
7143	2245	2464	6988	6922
5765	7126	3625	2097	3823
7413	2703	4083	2217	2155
3241	2324	2522	3267	2122
4564	6803	7536	2917	3276
3086	6855	2861	2342	5485
7648	3639	2189	2038	2085
5171	2295	6429	2426	7449
5071	6525	4279	3411	4713
2606	3549	2158	6971	4305
6592	3817	4458	4190	7036
2197	3261	5544	2399	7357
6908	5814	5304	4092	4896
6565	7157	5842	2300	2267
3019	3890	2748	2637	2414
4879	3008	2036	6275	6849
3642	4416	7531	3155	7350
6580	2772	4738	6094	3790
2924	6570	6769	4557	4787
3040	3413	3171	6539	7097
5629	2027	3909	4747	5261
6521	3818	6054	3145	6039
3364	4097	3603	3422	7276
7044	5166	6155	2722	5115
4605	6467	4697	3829	7830
6355	6824	5438	2209	2609
7109	7627	3273	3142	5043
6495	7588	2518	2627	5836
5039	6376	3691	6220	2766
2008	2431	4126	3327	5893
2195	7636	2831	2591	2740
2684	7867	4355	6407	2618
2483	5690	6506	2140	3561
6434	7097	7635	3749	4436
5236	7234	7381	7695	5942
6579	5858	7431	5367	5728
4752	4534	4174	7491	3015
6463	4540	7877	6761	5404
2225	4439	3030	5797	3464
7790	7759	5722	6111	7283
6447	7456	4258	2028	6490
3598	3310	2329	4473	6021
2015	6975	2871	4265	2083
6676	5546	4441	3490	5220
2988	7513	4431	7491	2579
4559	2316	5683	4127	3817
6703	7736	5122	3522	7306
6464	5372	2026	6028	2419
2127	2005	4864	3403	7368
2461	6521	5165	3815	6890
5717	7893	6274	3599	4352
4624	5339	5225	4214	4015
3868	2198	6584	7190	6555
2554	6068	7324	2884	5911
4497	3812	7678	7865	7069
6332	5438	3740	2261	6875
2204	2212	7491	6150	3466
6028	2711	3163	6651	4415
7145	6516	4962	6225	6334
7256	4765	6707	4204	7218
7656	7140	5185	6287	3821
5105	4320	7345	4193	7623
5240	5499	3621	2267	2833
4592	5902	3160	2025	3528
5080	3251	5054	6718	3166
6454	3493	7526	5802	5757
3690	4214	7740	7027	3370
3266	7843	6583	2269	6539
4301	3265	2074	3015	5800
3440	5500	2928	2595	5888
3063	2199	4014	7028	2678
4069	6746	2475	2711	5845
3195	4776	3779	5275	6566
4737	2108	4226	6598	6349
2940	6095	5341	2184	4308
2966	2875	7531	3975	6039
6596	7381	3743	4521	7834
4814	6614	7698	5786	2755
6332	7644	5944	4844	2627
4105	3256	6936	5942	4638
6903	7399	7563	5908	4229
4635	2961	4326	4776	2826
5790	7315	2384	6239	4347
2952	3084	7554	4182	7418
3954	4285	5529	4765	3686
7859	4484	2806	4667	2165
6391	4076	2595	3726	6994
3457	5569	3336	5153	6761
7011	4162	2122	5765	7054
4001	6907	7103	6405	7895
6448	7122	3938	5372	2644
6856	5961	4750	7351	5862
3955	2442	2003	3632	2796
7336	5374	7009	4921	4936
2563	5379	6899	6335	5790
5703	7497	3617	5336	3318
7318	2081	2546	3653	3492
6564	3837	3306	2742	4415
7119	4050	6696	6109	4944
3145	3313	3731	6518	2742
3940	2833	3186	7451	3883
3320	2691	7473	2517	7724
7263	7787	4232	6877	2905
5480	3058	3004	6612	2918
6657	5381	6323	5395	6903
7045	4515	3766	6640	2584
5452	3460	3930	4738	3897
5409	2079	2926	3941	7276
3571	4196	7541	3589	5173
4143	5187	2038	5883	5540
5921	3413	6159	5026	6551
6766	4729	3619	7531	4664
2315	5914	2689	4189	6972
5107	6867	4800	7088	5592
7577	3998	2773	3448	2035
2797	3774	6318	7140	5428
2881	6896	7597	3333	4214
2516	7114	2037	5791	3295
2585	4684	6590	7424	2670
2691	3655	6256	6202	5240
4761	2320	6315	7165	3746
3439	3100	5852	3816	2515
2279	5912	6833	6397	7892
2606	7481	2837	7470	3845
4027	2094	2809	5787	2320
3111	3600	3121	5107	6440
7201	2298	5845	4015	3691
6359	2888	6163	5785	5818
3970	6207	5950	6636	5128
5028	3608	5702	2228	6454
5459	6746	2226	6361	7123
3851	4509	6945	7184	7769
6737	2067	6709	3681	6548
7152	6204	3602	7415	2272
2295	5542	7553	5613	6192
3249	7801	2912	3329	2985
2696	3197	2137	2825	5559
6535	6001	6560	4374	6970
2929	5335	5772	3749	7804
4181	3071	2537	2960	3147
4176	5766	2893	2764	5660
5596	5406	7617	5275	4315
6785	6132	3186	2898	3506
5937	2513	4771	2586	4960
4921	6444	4172	4906	6234
5552	3021	4374	4229	6108
5130	2016	7687	6933	4285
4063	3096	5095	7021	6075
5999	2536	3464	7089	3945
7842	2345	4638	5111	3277
5337	4583	2750	6521	2944
2503	7670	6556	3866	3803
5812	3668	6617	7356	7385
2925	5895	4218	6697	4352
3220	3332	3915	2678	2903
7238	7256	7710	6935	2862
6777	5729	4675	7288	6213
7359	7561	7204	7882	6775
6974	2440	6292	4242	4913
5684	2133	7695	3577	4658
4735	4600	6240	2048	2072
7255	3032	4849	3902	6849
5197	3074	3374	2082	5743
4353	4804	6208	4979	4108
4057	2944	4523	7548	3420
6517	6018	4176	4540	7615
7364	5002	2133	2187	4612
3777	6805	6911	5510	7867
3266	6724	6713	7856	4323
6688	5218	3632	3673	3684
2676	7403	6563	4547	7191
6218	2792	3160	5140	5564
2418	2064	4491	6214	3360
5031	7687	6025	4335	6938
6023	4411	4584	5478	5410
5920	7323	6716	5751	5402
6915	2301	4632	6966	6942
2785	6391	3000	3088	4646
3302	5749	5653	6197	6500
2061	7788	3664	5260	2682
6332	7316	4716	7135	3396
2011	4623	5919	2796	5860
7497	2972	4221	4194	4653
2980	2158	6227	7399	3767
4844	2080	2193	6458	7687
7530	6352	6817	7125	7711
2080	6477	5999	4028	6389
2852	7391	2269	7839	7844
4265	6506	5582	2268	5599
5214	7855	3776	3506	7258
7128	5774	7392	4693	2889
7864	3990	5159	2640	4901
4636	5688	4149	6615	6350
4557	5524	4634	4651	3522
2149	4077	2023	5071	2551
2112	2307	7501	6438	4152
2876	7646	4917	7090	4869
4315	2941	3537	6784	4088
4736	6518	6538	3527	7207
7470	6643	4650	7498	7483
2889	5201	2157	7540	4316
5359	3954	3837	3580	4326
7479	3601	2808	6825	3249
3192	3765	7041	7545	4010
5604	3488	7770	3296	5066
7600	5353	4441	6389	3115
6278	2768	3343	3603	7530
6813	5885	6909	4406	6592
3515	4254	5955	3675	2643
3376	2575	6779	6543	4741
2264	6399	4915	4562	2705
6312	6647	6753	2783	6482
2612	6954	7862	5432	3248
3464	4388	7003	2323	6899
2910	4255	6673	6978	2493
5763	6427	3742	3354	6602
3753	2932	5569	4202	4259
4986	5431	2417	7310	2517
7411	4654	2686	2812	3593
3834	5295	2963	2674	4873
3657	7257	5856	7766	6539
3014	3434	2037	3500	6350
5860	6821	5497	4781	2985
5801	3067	3718	4563	7437
5792	5447	6502	7128	2346
3983	3222	4205	5508	7842
3688	6662	4562	3877	2453
2776	4747	7416	5274	3232
2628	3007	7364	7108	3335
5752	2371	3675	6853	7564
2511	3668	5518	4605	2251
7213	2115	7229	3096	4630
5858	2702	6585	7138	3998
2412	2585	3947	7062	5248
4087	6806	6032	4962	5414
7703	6017	4109	4805	2365
3913	3010	7715	3699	6972
3809	6335	5332	7257	2337
3219	7608	4276	4915	4195
6449	4306	7710	7196	5288
2500	7879	2027	5529	2421
3843	4307	7000	6988	3488
3797	6640	6200	4664	5252
6720	6502	5174	2430	6805
5924	5692	3496	7016	3831
3196	2732	4097	6731	7002
4950	2389	5208	7870	7677
6288	4234	6378	5124	4507
2556	3910	6134	6132	2103
4001	6848	5498	2887	2980
5669	7377	4261	5734	5353
3275	4057	3254	3898	4012
6207	4581	3715	4377	5715
3666	5893	2994	6759	2603
5173	6974	7823	3891	3236
3717	6623	5899	6454	2906
5678	3284	6418	4563	6148
7119	3399	3116	7847	7274
7011	3163	6381	4705	4097
2492	4404	2821	7063	2158
4824	5634	5290	7258	6094
3111	2205	5329	4978	7101
2738	4401	2338	3512	2250
4112	7518	5840	2340	5278
6092	6534	7263	2233	4067
4265	2742	3313	2913	2632
2380	4444	2164	5688	5669
5366	7777	6535	3341	4361
6169	3104	7771	3725	2425
7090	7281	7435	3552	2432
6885	7875	2323	4494	7188
2365	4634	5559	2596	6737
3459	4350	7581	3081	6558
6272	6461	6407	4817	6861
3701	6454	3637	6640	4420
7040	6780	2922	2883	4696
3307	3748	3827	7362	6691
5154	7757	5420	3650	7713
5010	5413	4002	5302	6302
3650	4611	7526	3694	2107
5637	3752	5555	3078	5001
3826	3859	4484	2340	3635
3362	3241	2048	3063	5593
6005	6961	4858	4100	2849
5998	4177	7879	6012	2488
7379	6577	6848	6867	4296
5326	5307	3620	3496	3319
5118	4052	5365	3393	5146
2342	6560	4171	6861	4807
2918	7556	4805	5980	6950
7705	4025	5817	5524	3217
6579	4981	4700	3685	6567
5977	6725	7568	3514	6256
7014	5661	5651	2494	6337
4240	4068	7756	5092	2993
4324	3886	2970	4674	4126
7376	3110	6860	6077	3323
6980	5034	5241	7129	2932
3917	6022	2910	5688	6924
2081	7634	5771	5557	4581
3612	7856	3830	2797	7379
7829	4549	5331	6346	7115
4095	5779	5698	3013	4910
4179	4568	3510	7168	5999
3596	5108	2032	7530	7006
4502	2466	7330	7517	7502
4853	7751	6104	2379	4981
4361	3080	7728	7129	3819
5043	3272	5299	6335	4927
7541	2164	3692	5305	7604
5176	5124	3103	4121	6938
2986	6299	2307	3397	3094
4620	5591	5662	5581	7073
6291	2749	6669	6902	6195
5835	5606	7228	2282	5266
5168	4391	7865	5998	6035
6821	4493	5035	6035	5647
4286	6470	7265	4709	6173
2640	3056	3938	3561	6897
7566	7183	7831	5503	4047
2258	5072	4500	5521	2793
7572	2703	5982	4075	4528
5737	3735	3757	2924	2745
6906	4132	5886	6321	5099
2040	7399	3022	4236	2532
7311	2161	3442	4091	6466
4704	7872	7069	4035	5536
4987	5641	3004	3118	2443
2115	3327	4853	6480	5817
6857	3589	2387	2071	5131
4023	6408	2224	6792	5751
7440	6034	3299	4709	3598
4590	4363	2807	6174	2741
4917	4963	4232	6810	2032
6347	2073	5402	7493	5640
5552	5198	2905	3911	4743
2724	5084	3167	6644	4104
5640	4630	5797	5269	2049
4499	7842	2967	7372	2308
4924	6387	3788	2747	7385
6667	4743	4000	3473	5373
4539	4149	2605	5781	6401
4733	3158	6570	5158	4318
3765	7108	6362	5176	4341
7639	3687	3248	4397	7598
3841	2825	2413	6026	2388
6627	3311	2542	2789	2562
6411	4261	2343	4353	3559
2948	7689	7623	2102	2607
6580	4122	4819	7090	3167
7451	6465	4651	7765	5607
2041	3465	2223	3219	3878
3806	4624	5476	6539	3252
4186	2441	2783	6033	2367
2088	6670	5308	5261	3327
2812	5107	5019	3311	7291
5393	3152	5091	3751	2418
3266	7212	2343	3787	5746
2367	4046	7088	4241	2715
4070	6189	7539	6508	2741
6684	5696	6302	6972	4508
5390	2311	6702	5285	6746
3166	3722	4216	6621	4868
3213	2509	7881	4451	6061
3361	6675	6252	6693	4623
2028	4427	7636	7095	2277
5793	5415	4197	5379	5608
4618	4003	7225	5464	7298
6598	7087	4184	6970	7187
6684	3969	7634	2791	7557
7035	2561	4602	3778	5560
5364	4880	4818	7400	3754
4052	7195	7439	4731	3218
4734	6492	2678	2816	2522
6602	6880	6784	3532	2007
3278	5649	2984	2407	4906
4967	5561	5033	3516	4791
7562	3205	3070	6104	5989
2457	7784	6383	5117	2975
7265	2723	3669	3433	4911
6796	5592	5454	4367	6342
2966	2681	4788	2103	7677
5795	2444	4660	5404	6316
5556	7473	7397	6720	3946
3416	3395	7692	4737	6942
6359	5220	7480	7489	2448
6138	6005	4670	7319	2851
7672	6241	5624	7662	3416
6295	6568	6586	5788	7316
3577	3856	5876	3575	4499
2846	7877	3179	2983	7619
3754	3508	5876	2825	4920
4143	2984	2747	7458	2186
2137	3600	6394	4541	4984
3092	7645	5149	2802	3887
5498	7554	5246	5560	5511
2346	3012	4081	6878	6458
7792	6416	5142	7648	2581
6912	2676	2855	7504	7166
6700	3295	4489	7606	6818
4360	3540	6891	3207	6679
6971	2797	5611	3678	5759
7299	7151	2669	4096	4072
5879	2168	7129	3890	3794
4200	6526	6919	7626	4080
4501	3033	7430	7020	4877
7042	7413	7228	2150	6048
5748	4818	5925	6778	5602
6278	6618	6993	2948	5049
3054	3020	2431	3594	7289
2892	6668	6961	4563	4109
2049	2895	4378	5799	2483
2695	7270	7704	3215	7711
2600	7515	5964	6914	5922
5395	3166	4517	4888	3425
2788	3232	6527	6083	2025
2545	5810	5358	6990	7829
4465	4566	6757	3037	2150
6803	2550	2910	2850	5161
6526	4974	7637	5152	4619
6958	3735	3364	6674	6720
2904	7088	4681	5440	3580
5447	5804	5313	3924	6263
2204	4995	2895	5056	6126
5734	6453	4626	7242	3900
7105	2458	2779	7466	6787
2346	6212	2668	4550	2163
3039	3275	4932	6861	2137
6084	7179	5312	7851	4428
2251	6585	4571	5043	5281
4213	3268	2729	7241	5531
5566	4302	7463	6833	6859
5479	3788	3074	2825	2133
6598	2524	2476	6784	4277
6609	5401	4021	5564	5986
6044	2442	7729	6597	6157
2830	6356	3082	4150	5815
3198	2451	2290	4990	2220
2116	3631	3935	4684	3693
7215	6735	5790	2823	3841
5962	3484	5981	6033	3371
6160	6242	7740	3001	3031
7328	7042	7009	6053	6344
3971	3563	7411	7629	4537
2695	3852	2928	5394	5600
5943	5051	5666	2441	7183
7023	3442	3488	2449	4519
6114	6761	3300	5047	3543
6683	7734	7019	5984	2616
5692	3222	3685	7039	2003
3055	4262	2693	6790	2039
5893	3632	2739	2166	7138
5436	2799	6013	7854	4416
2661	7276	3719	7324	5735
5507	6532	2519	5768	3971
4238	4756	7812	6029	6384
2808	4740	7169	2013	4853
2527	5072	6572	3860	5662
7645	2919	2090	7172	4428
5235	7804	3458	3864	5358
3423	5049	7886	5322	6761
6286	2226	6059	4889	4384
2500	4099	4293	5383	2723
2544	2788	5699	3724	6243
7406	4959	4207	7089	6740
6354	5412	4096	6138	7108
2864	4459	6600	6830	6179
3914	2203	2308	2678	3572
6169	2476	7554	2870	6413
6669	3579	2490	7787	5280
4567	6708	4952	6039	2707
5770	3284	2507	7198	6649
5033	6701	3549	6218	7668
4432	4009	3560	5579	3573
6353	5969	2905	2753	5946
2421	7473	2683	6529	6629
5738	4585	7051	7641	2925
5978	7012	5460	6001	2182
5763	2926	3279	4951	6766
6236	7714	6870	5792	3025
7529	2634	6274	2484	6754
7390	4232	7788	7066	6124
5582	5506	2831	4022	3611
2492	2521	5509	4129	5825
4568	3663	3315	7089	4884
6494	6873	3079	5322	7389
6206	4332	7390	2097	5877
4644	6836	7632	4018	5212
2802	4276	4364	4138	2127
6713	3578	2516	4342	3490
7235	7048	7642	5741	4747
7702	6104	7696	2495	5101
6525	4230	4490	6148	3474
4892	3670	3552	7315	2394
6643	4789	7043	5863	3719
6552	6472	7660	5680	4967
7592	4355	6718	5372	6063
4271	2334	2713	2390	2137
2269	3786	3303	4926	3798
5682	6246	6691	4245	6347
7188	2565	5952	5861	7888
7224	2688	4293	3788	4516
7650	3407	5183	3172	4051
4777	4254	2493	5796	3427
7803	2625	2530	2833	4585
3813	3766	5830	7858	2298
6783	3568	5983	4166	3846
2912	5658	4481	6217	4234
2329	4650	6411	6357	2952
6014	5597	6808	5266	7083
5925	4341	6392	6546	2820
5177	7362	3033	3919	2667
4453	5611	5293	3606	3766
2648	4770	3136	7827	4899
7609	3505	2110	6334	3600
5878	4117	6718	4790	2704
3033	2731	7099	7668	6956
3918	2330	3805	3241	3274
6674	3171	6045	2936	3476
2870	4484	4315	3686	7874
7014	7778	7584	2088	7404
2081	6550	3977	5423	4923
7058	5108	2833	5293	6535
5557	4568	5510	2055	3554
6096	3318	6692	2369	2312
7825	4639	5176	7460	5887
3786	5083	6631	4962	4491
6954	5101	6736	3411	2802
5750	7588	7403	7005	2426
7142	6633	5874	3553	2131
4796	3838	4032	7459	6825
5680	6999	4390	4889	5652
5649	4280	5947	5749	7069
3270	6370	2478	5918	3208
3157	4179	5549	4196	3856
2338	6928	6709	5748	5153
2271	5135	6476	2597	6644
6248	7508	6659	7678	3057
4834	3302	2240	3618	6169
3195	6007	2189	3565	6878
3444	3345	4371	6049	7459
7080	5601	6996	7112	3757
7629	5105	2944	6590	3543
2387	6590	2877	2405	2636
4271	3976	7314	7391	5069
4370	2320	6893	6998	3175
3244	7575	4616	2426	3670
3750	2899	3407	3582	5761
6954	4546	2822	4755	3647
5783	6554	7474	7180	6212
2673	5287	4182	3444	6076
7857	7261	6382	3329	7652
6291	4642	4616	4498	3233
3371	4462	3099	7841	3732
2616	6833	4172	4309	2292
2350	5801	4428	3090	4456
7841	5825	5712	6135	3230
4964	6345	4859	6664	4086
7115	3728	7143	5096	3517
6954	7314	4340	3471	5682
3429	4329	2548	3594	2743
2368	6113	2554	7370	6859
6640	7720	3929	7178	4499
6957	5283	5188	2751	4128
5942	5320	6582	5421	2890
6387	2830	5644	6787	7446
5431	6843	7773	2030	7373
5315	6226	7516	3784	6642
5818	2938	2265	3833	4748
5944	3094	4109	3253	2891
7018	3559	6039	4599	7040
2533	5930	6804	6760	4538
7679	6537	3522	7121	2712
3250	5201	2317	2150	2488
6148	6414	7084	3529	6964
2944	2756	5911	5300	6605
7574	4683	5522	4439	5579
4158	7292	5740	4686	6223
2581	6216	6644	4572	5677
3116	3115	6676	7707	4738
3237	5106	4606	5510	7378
7630	7659	5477	2047	3826
2442	3324	5317	6329	3767
5239	2443	4775	2053	5785
4728	6947	5357	2326	3758
2073	6398	3782	7528	5425
6970	4372	7324	2453	5477
7612	5751	3344	2902	6533
6004	2275	4472	5429	7727
7253	5157	7691	2377	4418
4940	2777	6430	2349	2700
6994	4517	7338	2119	6514
2887	3766	3237	4165	3338
5208	2617	5716	5902	5562
4699	4000	6597	7740	6051
5315	5245	2045	6872	4995
4362	2677	6022	2272	2803
2584	7022	6003	3999	5995
7006	6989	5525	7534	6292
3338	6267	3318	3242	4962
7638	4620	5821	6187	3738
4783	4931	7805	5558	7776
3996	4869	3870	3191	4384
3689	3511	3798	5534	4213
4318	7629	2333	2060	4046
3961	3051	2827	6937	3771
4239	7006	7177	4996	4882
3799	5494	4804	2775	6614
6451	7142	5809	4227	6687
5021	6689	5317	7492	4088
3959	2030	7764	2631	6666
5946	5470	2508	6391	2696
4856	2290	5633	3114	4365
7614	3067	2363	7642	4101
2883	7370	2315	2054	4721
5190	5160	3445	7585	5734
7101	4135	2260	7609	2567
7346	2138	2720	2521	5298
2504	6645	7841	5385	4454
5627	6063	3340	3593	2024
3067	5963	5286	3701	5646
2636	6266	3417	2381	6620
2191	4919	2599	4146	5067
3606	2063	6588	7265	4443
5567	2098	3622	4457	3710
7187	3089	7511	7231	2174
4267	2204	5043	6384	5616
6504	3127	2296	6662	3953
3236	3766	7828	6461	7520
7804	2545	7668	6464	2079
3883	6497	2942	6446	5278
5155	7662	3501	7608	3557
2219	2122	4535	2030	2017
3154	2896	2238	3459	6802
3379	6813	5736	3223	7740
4258	6094	5507	4050	5291
5288	6756	4047	2989	4030
4039	2691	3825	5281	2599
6840	4779	4239	4217	7122
3544	3649	7092	4759	3116
2254	3141	5620	6438	2168
3334	2112	5949	7648	4167
2122	2951	6719	6661	7107
3659	7800	5753	2207	7390
3908	3546	5194	5749	6113
3185	2652	2452	4945	3615
7118	6468	7118	3471	6888
7363	4048	6211	3067	7461
2125	2799	3797	2780	6931
4035	5520	2233	4343	3529
5310	7107	2151	2171	3425
6234	3329	6207	2191	4562
2472	4912	4830	7590	2040
5513	2008	3624	5714	4420
5250	4361	4439	3697	5307
7015	6349	4437	4761	5487
7689	4746	3225	7053	3991
4096	6923	6060	6798	7065
4296	7759	5369	7648	5500
2276	7196	2038	7502	7103
4906	4524	3385	5172	7643
5415	7296	2076	5089	7424
7489	2574	7283	7476	3734
3570	3771	4798	4987	3753
